,Problem_Slug,Description,Plag_Slug_Percentage
177,8y413y,"In Reactive Forms, the controlling tag is present in every input tag, so select the option which will handle the control of the component.FormControl","[['8y413y', 97.62]]"
178,oq30n1,"Ann wants to have the reactive forms in her code so help her choose the below line of code which will help her to add the forms.import { ReactiveFormsModule } from '@angular/forms';
","[['oq30n1', 92.35]]"
179,6y95pb,"Consider all the given options and select an option that has the code for the Reactive form? this.userForm = this.fb.group({
address: ['', [Validators.required,Validators.pattern('[A-Z]*$')]],
});
","[['6y95pb', 67.38]]"
180,ao6pg4,"Anne wants to make a program that will update the field name from admin data to ""Admins"", so select an option that will help her to do the same.@Input('AdminData') Admins
","[['ao6pg4', 94.61]]"
181,yyb6pp,"Read all the codes given in the options and tell that which one of the following consists of Template-driven forms?@Component({
selector: 'app-template-favorite-color',
template: `
Favorite Color: input type=""text"" [(ngModel)]=""favoriteColor"" `
})
","[['yyb6pp', 69.5]]"
182,vbgd59,"Consider that you are a software developer at a company, and you need to make a program that can take input for address, so select an option that will help you to do so. this.userForm = this.fb.group({
address: ['', [Validators.required,Validators.pattern('[A-Z]*$')]],
});
","[['vbgd59', 80.48]]"
183,d084d1,"import { ReactiveFormsModule } from '@angular/forms';
import { NgModule } from '@angular/core';
import { AppComponent } from './app.component';
@NgModule({
declarations: [
AppComponent
],
imports: [
BrowserModule,
FormsModule,
ReactiveFormsModule
],
providers: [],
bootstrap: [AppComponent]
})
export class AppModule { }
Analyze the code and tell which module import is missing in the above module?BrowserModule
","[['d084d1', 66.75]]"
184,pogrm4,"Examine the following given code and check that you can update the given code or not?setAddress() { 
let address= {
city: ""New DELHI"",
street: ""GT karnal road"",
pincode: ""110087"",
};
this.reactiveForm.get(""address"").setValue(address); 
};
 
No error","[['pogrm4', 77.63]]"
185,1q690e,"Which conditions need to be must for running the following program? it('initial form check', async() = {
expect(tyresInput.value).toBeFalsy();
expect(garrhallInput.value).toBeFalsy();
expect(hallInput.value).toBeFalsy();
expect(submitButton.disabled).toBeTruthy();
});
Tyres garage hall and hall should not have any value on phall load and the submit button should be disabled",[]
186,3g1o6v,"Tom is getting some errors in his validation check code. Help him to find that errorp
Student Birth Date:br
input type=""date"" name=""BirthDate"" ng-class=""BirthDate"" required placeholder=""yyyy-MM-dd""
span style=""color:red"" ng-show=""myForm.BirthDate.$dirty  myForm.BirthDate.$invalid""
span ng-show=""myForm.BirthDate.$error.required""Student Birth Date is required./span
span ng-show=""myForm.BirthDate.$error.date""Not a Valid Date./span
/span
/p
Replace ng-class with ng-model","[['3g1o6v', 89.49], ['xqm4lg', 80.37], ['pogxg4', 78.73]]"
187,q6gq9p,"Rick is trying to learn Angular frameworks and he is stuck with a problem, after looking at the book and even using the Internet he can't understand the problem, he approaches you to help him and tell him.What is the purpose of the value changes method on a FormControl?It is observable that emits every time the value of the control changes, so you can react to new values and make logical decisions at that time.","[['q6gq9p', 87.16], ['gb6xxp', 73.47], ['wpbenm', 72.93], ['8y41xn', 71.64], ['0qrmve', 70.32], ['n1m6ry', 69.76], ['8y4epa', 69.22], ['wpbagn', 69.08], ['eew6oy', 68.57], ['8y41dy', 67.93], ['xqm419', 67.13], ['lq1man', 66.61], ['8y41n3', 65.83]]"
188,rld5eo,"Sam is trying to learn Angular frameworks and he is stuck with a problem, after looking at the book and even using the Internet he can't understand the problem, he approaches you to help him and tell him the following code is an example of:-export class SimpleComponent implements OnInit, OnDestroy {
constructor(private route: ActivatedRoute,
private http: Http) {
}
ngOnInit() {
this.route.params
.takeUntil(componentDestroyed(this))
.subscribe(params = {

});
this.http.get(""/load"")
.takeUntil(componentDestroyed(this))
.subscribe(result = {

});
}
ngOnDestroy() {

}
}
Unsubscribe from Observables","[['rld5eo', 88.83], ['8y41dy', 68.17]]"
189,0qrme8,"Ralph is trying to learn Angular frameworks and he is stuck with a problem, after looking at the book and even using the Internet he can't understand the problem, he approaches you to help him and tell him The following code is an example of. :- @Injectable()
export class SomeService {
constructor(@Inject(Http) private http:Http, @Inject('sometoken') obj) {
}
}
@inject
","[['0qrme8', 95.81], ['xqm4dr', 94.89], ['eew6oy', 84.4], ['bnve6y', 75.64], ['8y41dy', 73.14], ['xqm4o1', 71.08], ['gb6xxp', 68.55], ['8y41xn', 68.25], ['vbg9yg', 66.61]]"
190,eew6oy,"Rick is trying to learn Angular frameworks and he is stuck with a problem, after looking at the book and even using the Internet he can't understand the problem, he approaches you to help him and tell him. The following code is an example of- @Injectable()
export class SomeService {
constructor(private http:Http) {
}
}
@injectable
","[['eew6oy', 95.25], ['0qrme8', 87.7], ['xqm4dr', 86.69], ['8y41dy', 80.98], ['xqm4o1', 77.09], ['8y41xn', 75.89], ['lq1man', 72.03], ['vbg9yg', 71.69], ['8y41n3', 68.12], ['rld5eo', 67.16], ['bnvd19', 66.37], ['mqg9wl', 65.86], ['8y41e3', 65.28]]"
191,9depal,"Head is trying to learn Angular frameworks and he is stuck with a problem, after looking at the book and even using the Internet he can't understand the problem, he approaches you to help him and tell him What is the purpose of the service. fetch in the following code? :-@Component({ ... })
export class SomeComponent implements OnInit {
constructor(private service: CachedService) { }
ngOnInit() {
this.service.fetch();
this.service.data$.subscribe(...);
}
}
trigger an update","[['9depal', 88.58], ['mqg9wl', 76.94], ['8y41dy', 67.71], ['eew6oy', 65.85], ['8y41xn', 65.81]]"
192,mqg9wl,"Max is trying to learn to learn Angular frameworks and he is stuck with a problem, after looking to the book and even using Internet he can't understand the problem, he approach you to help him and tell him the following code is an example of :-      @Component({ ... })
export class SomeComponent implements OnInit {
constructor(private service: CachedService) { }
ngOnInit() {
this.service.fetch();
this.service.data$.subscribe(...);
}
}
To trigger an update","[['mqg9wl', 87.02], ['9depal', 73.24], ['8y41dy', 68.6], ['eew6oy', 66.57]]"
193,n1mebo,"Someone is trying to learn Angular frameworks and he is stuck with a problem, after looking at the book and even using the Internet he can't understand the problem, he approaches you to help him and tell him The Following code is an example of? :- @Component({
selector: 'app-zippy',
template: `
div class=""zippy""
div (click)=""toggle()""Toggle/div
div [hidden]=""!visible""
ng-content/ng-content
/div
/div
`,
})
export class ZippyComponent {
visible = true;
@Output() open = new EventEmitterany();
@Output() close = new EventEmitterany();

toggle() {
this.visible = !this.visible;
if (this.visible) {
this.open.emit(null);
} else {
this.close.emit(null);
}
}
}
Transmitting data between components","[['n1mebo', 81.14]]"
194,bnvd19,"Jack is trying to learn Angular frameworks and he is stuck with a problem, after looking to the book and even using the Internet he can't understand the problem, he approaches you to help him and tell him the following code is an example of? ;-import { Injectable } from '@angular/core';
import { Http, Response } from '@angular/http';
import { Observable, ReplaySubject } from 'rxjs';
@Injectable()
export class CachedService {
data$: ObservableResponse = this.dataSubject.asObservable();

private dataSubject = new ReplaySubjectResponse(1);

constructor(private http: Http) { }

fetch() {
this.http.get(...).subscribe(res = this.dataSubject.next(res));
}
}
To cache an observable data","[['bnvd19', 88.77], ['vbg9yg', 68.77], ['8y41e3', 66.72]]"
195,wpbagn,"Rick is trying to learn Angular frameworks and he is stuck with a problem, after looking at the book and even using the Internet he can't understand the problem, he approaches you to help him and tell him HttpClientModule is available under which Module in Angular framework?@angular/common/http","[['wpbagn', 97.14], ['wpbenm', 81.85], ['8y4epa', 81.54], ['xqm4o1', 80.39], ['8y41xn', 78.6], ['q6gq9p', 78.56], ['gb6xxp', 77.95], ['eew6oy', 77.57], ['n1m6ry', 77.52], ['bnve6y', 76.62], ['8y41dy', 76.51], ['xqm419', 75.9], ['0qrmve', 73.94], ['lq1man', 72.21], ['xqm4dr', 71.73], ['0qrme8', 71.13], ['8y41n3', 69.41], ['4g8rro', 66.0]]"
196,6y951b,"The Following code is an example of ? :-import {Http} from '@angular/http';
import {Injectable} from '@angular/core';
@Injectable()
export class SearchService {
constructor(private http: Http) {}
search(term: string) {
return this.http
.get('https://api.spotify.com/v1/search?q=' + term + 'type=artist')
.map((response) = response.json())
}
}import { Component } from '@angular/core';
import { FormControl,
FormGroup,
FormBuilder } from '@angular/forms';
import { SearchService } from './services/search.service';
import 'rxjs/Rx';

@Component({
selector: 'app-root',
template: `
form [formGroup]=""coolForm""input formControlName=""search"" placeholder=""Search Spotify artist""/form

div *ngFor=""let artist of result""
{{artist.name}}
/div
`
})
export class AppComponent {
searchField: FormControl;
coolForm: FormGroup;

constructor(private searchService:SearchService, private fb:FormBuilder) {
this.searchField = new FormControl();
this.coolForm = fb.group({search: this.searchField});

this.searchField.valueChanges
.debounceTime(400)
.flatMap(term = this.searchService.search(term))
.subscribe((result) = {
this.result = result.artists.items
});
}
}
Flatmap()","[['6y951b', 80.66]]"
197,8y41e3,"Steve is trying to learn to learn Angular frameworks and he is stuck with a problem, after looking to the book and even using Internet he can't understand the peoblem, he approach you to help him and tell himI The Following code is an example of which application used in Angular ? :-import { Injectable } from '@angular/core';
import { HttpClient } from '@angular/common/http';
const userProfileUrl: string = 'assets/data/profile.json';
@Injectable()
export class UserProfileService {
constructor(private http: HttpClient) { }

getUserProfile() {
return this.http.get(this.userProfileUrl);
}
}
InjectingHttpClient into the root module","[['8y41e3', 90.39], ['xqm4o1', 68.38], ['vbg9yg', 67.17]]"
198,xqm4o1,"Kane is trying to learn Angular frameworks and he is stuck with a problem, after looking at the book and even using the Internet he can't understand the problem, he approaches you to help him and tell him the following code is an example of which application used in Angular? :-import { HttpClientModule } from '@angular/common/http';
@NgModule({
imports: [
...
HttpClientModule
],
......
})
export class AppModule {}
Import HttpClient into the root module","[['xqm4o1', 91.44], ['8y41xn', 77.54], ['wpbagn', 76.58], ['lq1man', 75.48], ['eew6oy', 75.05], ['8y41dy', 72.37], ['0qrme8', 70.0], ['4g8rro', 69.38], ['xqm4dr', 69.29], ['8y41e3', 66.3], ['3g1oo9', 65.12]]"
199,lq1m44,"Trent is trying to learn Angular frameworks and he is stuck with a problem, after looking at the book and even using the Internet he can't understand the problem he approach you to help him and tell him in the following code:- import { Injectable } from '@angular/core'; 
import { Observable } from 'rxjs'; 
import { CanDeactivate, ActivatedRouteSnapshot, RouterStateSnapshot } 
from '@angular/router'; 
import { MyComponent} 
from './my-component/my-component.component'; 
@Injectable() export class CanDeactivateGuard implements CanDeactivateMyComponent 
{ canDeactivate( component: MyComponent, route: 
ActivatedRouteSnapshot, state: RouterStateSnapshot ):
 Observableboolean | boolean 
{ if (expression === true) { return true; } 
return component.dialogService.confirm('Discard changes?'); 
} } 
What does the CandeactivateGuard do?Both 1 and 2","[['3g1ow9', 89.51], ['lq1m44', 87.63], ['vbgddp', 76.57], ['ao69og', 75.32], ['pogxor', 74.68]]"
200,6y95m5,"The following codeis an example of:- import { BrowserModule } from '@angular/platform-browser';
import { NgModule } from '@angular/core';
import { FormsModule } from '@angular/forms';
import { HttpClientModule } from '@angular/common/http';
import { AppComponent } from './app.component';
/* the AppModule class with the @NgModule decorator */
@NgModule({
declarations: [
AppComponent
],
imports: [
BrowserModule,
FormsModule,
HttpClientModule
],
providers: [],
bootstrap: [AppComponent]
})
export class AppModule { }
The default structure of AppModule generated by AngularCLI ","[['6y95m5', 69.71]]"
